case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-23248-320916,SMB General Manager,CULVER CITY,CA,90230,327.36,1.411,1,Certified
I-200-22130-157359,Wireless Systems Engineer,AUSTIN,TX,78727,599.78,1.023,0,Certified
I-200-21161-386253,Technical Manager,LITITZ,PA,17543,1262.47,1.074,1,Certified
I-200-22133-169604, Software Developer,MCKINNEY,TX,75070,1202.68,0.965,0,Certified
I-200-22292-539294,SENIOR DATA ANALYST,NORWALK,CT,06854,599.78,1.506,1,Certified
I-200-20357-974531,Computer Systems Analyst 3,FREMONT,CA,94538,483.47,1.679,0,Certified
I-200-20108-495298,Quality Engineer,NATICK,MA,01760,1968.89,1.508,1,Certified
I-200-22109-081733,Manager JC50,INDIAN LAND,SC,29707,1756.32,0.909,1,Certified
I-200-20148-605791,DEVELOPER,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-21140-329069,Mechanical Design Engineer,RICHMOND,VA,23231,1617.17,0.954,0,Certified
I-200-24075-805542,Integration Developer IV,HIGH POINT,NC,27265,1787.2,0.952,1,Certified
I-200-23314-494785,Business Systems Analyst ,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-24158-078283,Database Administrator,WASHINGTON,DC,20577,3048.38,1.561,0,Certified
I-200-22304-558745,Software Engineer III,DALLAS,TX,75202,1744.19,0.973,0,Certified
I-200-20247-804136,Software Engineer,SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-20328-924126,Solution Specialist,LAKE MARY,FL,32746,3235.45,0.99,1,Certified
I-200-23244-315628,Assistant Project Scientist ,LOS ANGELES,CA,90095,327.36,1.411,1,Certified
I-200-22354-652434,Software Engineer 1615.78224,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-203-24071-789716,Software Engineer,MORRIS PLAINS,NJ,07950,162.1,1.185,1,Certified
I-200-24155-062219,Software Developer,O’FALLON,MO,63368,106.93,0.9359999999999999,1,Certified
I-200-21210-490112,Technical Test Lead - US ,BETHPAGE,NY,11714,1171.84,1.663,1,Certified
I-200-22320-590262,Demand Control Analyst,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-22306-563941,Associate,NEW YORK,NY,10019,1171.84,1.804,1,Certified
I-200-24107-891281,Financial Analyst,FEDERALSBURG,MD,21632,3081.26,1.08,1,Certified
I-200-21201-471765,Technology Lead - US ,NORTHBROOK,IL,60062,599.78,1.146,1,Certified
I-200-20192-707569,Application Development Professional,MONTEREY PARK,CA,91755,327.36,1.411,1,Certified
I-200-21035-055700,Java Developer,IRVING,TX,75062,401.73,0.973,0,Certified
I-200-23229-273835,Software Engineer II,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-24045-717198,IT Technical Recruiter,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-23118-974796,MEDICAL LABORATORY SCIENTIST,IDAHO FALLS,ID,83404,345.45,0.89,1,Certified
I-200-20195-709453,Service Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-20307-895498,Business Intelligence Specialist,BERKELEY,CA,94704,1625.6,1.568,0,Certified
I-200-20092-452500,Separations Scientist,MALVERN,PA,19355,1262.47,1.126,1,Certified
I-200-23355-586768,Forensic Engineer,PORT SAINT LUCIE,FL,34986,3235.45,1.015,1,Certified
I-200-24059-754376,Technical Business Developer II,FRAMINGHAM,MA,01702,1968.89,1.336,1,Certified
I-200-23153-073842,Programmer/ Developer 2,NORTH WALES,PA,19454,1262.47,1.133,1,Certified
I-200-23163-100724,"Senior Manager, Strategy Development & Analytics CDMO",BURLINGTON,MA,01803,1968.89,1.375,1,Certified
I-200-21263-594307,IT Business Operations Technical Lead,OSHKOSH,WI,54904,155.25,0.9359999999999999,0,Certified
I-200-20261-831099,Staff Accountant ,PHILADELPHIA,PA,19145,1279.6,1.137,0,Certified
I-200-19337-177737,SENIOR TECHNICAL RECRUITER,CULVER CITY,CA,90230,327.36,1.411,1,Certified
I-200-23355-585635,Manager JC50 - Software Developers,FOGELSVILLE,PA,18051,1262.47,1.067,1,Certified
I-200-24024-664626,ME Engineer,NEW HUDSON,MI,48165,599.78,1.063,1,Certified
I-200-23164-103705,Accountants and Auditors - KBGFJG142668-4,BOSTON,MA,02116,1968.89,1.51,0,Certified
I-200-23170-124929,Software Developer,DURHAM,NC,27713,1169.38,1.043,0,Certified
I-200-20097-464317,Programmer ,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-23151-067354,Application Monitoring Engineer,FORT WORTH,TX,76131,599.78,0.967,1,Certified
I-200-20016-257209,FAILURE ANALYSIS ENGINEER,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-22308-571175,DevOps Engineer III,MADERA,CA,93637,1230.71,0.973,0,Certified
I-200-22158-253245,PROJECT LEAD,IRVING,TX,75062,401.73,0.973,0,Certified
I-200-22063-953531,Senior Application Operations Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-19324-157918,QUALITY ASSURANCE ENGINEER II,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-21048-081770,ANALYST,NEW YORK,NY,10005,1171.84,1.804,1,Certified
I-203-21068-130334,"Sr. Director, Process Design",REDMOND,WA,98053,143.51,1.356,0,Certified
I-200-21351-772512,ASSOCIATE SOFTWARE ENGINEER,NEWARK,DE,19713,887.29,1.123,1,Certified
I-200-24159-085877,Senior Software Engineer,AUSTIN,TX,78746,599.78,1.023,0,Certified
I-200-20365-984414,Cardiologist/Medical Director,ANCHORAGE,AK,99508,872.98,1.37,0,Certified
I-200-21209-489312,"Business Scientist, Fiber Development ",BRIDGEWATER,NJ,08807,88.7,1.276,0,Certified
I-203-24079-810472,Chief Executive Officer,PALO ALTO,CA,94301,327.36,1.679,1,Certified
I-200-22206-373239,Information Technology Project Manager 3,WOODLAND HILLS,CA,91367,327.36,1.354,1,Certified
I-200-20084-429653,Test Engineer Level 2,NORTH QUINCY,MA,02171,1968.89,1.51,1,Certified
I-200-24061-762376,"Manager III, Software Development",SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-24159-087204,SENIOR TECHNICAL ARCHITECT,PLANO,TX,75093,303.7,0.969,0,Certified
I-200-23016-705742,PRODUCT MANAGER,MERIDIAN,ID,83642,345.45,0.946,1,Certified
I-200-21008-002017,Developer Advisor,WILMINGTON,DE,19801,887.29,1.124,1,Certified
I-200-22069-967216,Computer Programmer ,PITTSBURGH,PA,15220,1262.47,0.945,0,Certified
I-200-21069-134515,Senior Associate JC60 - Database Administrators,GREENVILLE,NC,27858,1577.75,1.044,0,Certified
I-200-23278-413352,Architect,JERSEY CITY,NJ,07310,162.1,1.804,1,Certified
I-200-21279-627340,Developer,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-23104-933330,Software Developer,JACKSONVILLE,FL,32256,1681.08,0.9259999999999999,0,Certified
I-200-23137-029132,Software Developers,RARITAN,NJ,08869,56.31,1.276,0,Certified
I-200-20227-769578,"Vice President, Software Engineering",PLANO,TX,75024,303.7,0.969,0,Certified
I-200-21273-615610,Data Architect/Developer,NEW BRUNSWICK,NJ,08901,162.1,1.249,1,Certified
I-200-21153-362325,Senior Software Engineer,NEW YORK,NY,10017,1171.84,1.804,1,Certified
I-200-23331-524585,Software Engineer,COLUMBUS,OH,43240,1118.78,0.925,0,Certified
I-200-21230-529407,"Manager III, Finance",SAN FRANCISCO,CA,94111,327.36,1.861,1,Certified
I-200-22221-406484,Technical Support Engineer Staff,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-21201-471926,SOFTWARE ENGINEER,IRVING,TX,75038,401.73,0.973,0,Certified
I-200-20141-589219,Software Engineer,IRVING,TX,75063,401.73,0.973,0,Certified
I-200-22272-502054,Senior Solution Specialist,GILBERT,AZ,85297,817.33,1.049,1,Certified
I-200-23066-827321,Software  Engineer,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-23107-938301,Software Engineer 3,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-23094-902100,Exercise Physiologist,NEW YORK,NY,10034,1171.84,1.804,1,Certified
I-200-21028-039433,Global Operations Engineer,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-20345-948226,Software Engineer/Programmer II,BOULDER,CO,80305,208.56,1.289,0,Certified
I-200-23067-831369,Accountants and Auditors - Kbgfjg197831-3,NASHVILLE,TN,37201,1633.81,0.952,1,Certified
I-200-24037-695674,Accountants and Auditors - Kbgfjg248189-3,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-20329-926802,Sr. VP Engineering & Operations,CHANTILLY,VA,20152,1135.5,1.558,1,Certified
I-200-20346-954333,Software Engineer,ISELIN,NJ,08830,162.1,1.226,1,Certified
I-200-21323-717147,Manager Tax 2,SAN JOSE,CA,95131,327.36,1.681,1,Certified
I-200-21071-142573,Structural Engineer,NEW YORK,NY,10122,1171.84,1.804,1,Certified
I-200-21089-183131,Senior Quality Assurance,JOHNS CREEK,GA,30097,4026.59,0.998,1,Certified
I-200-23172-132903,Manager JC50 - Computer Systems Engineers/Architects,WILMINGTON,DE,19807,887.29,1.124,1,Certified
I-200-21336-740073,Software Engineer,FOSTER CITY,CA,94404,327.36,1.712,1,Certified
I-200-20336-933174,Global Technical Leader–Lighting&Electronics-KBGFJG107577-1,TROY,MI,48083,599.78,0.958,1,Certified
I-200-24045-719532,"Leader, Marketing",SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-21207-484481,Senior Specialist - Data Engineering,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-21111-245410,Mechanical Engineer (Process Engineering Dept),SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-23062-821748,"Lead Credit Risk Analyst, Acquisition",BOSTON,MA,02215,1968.89,1.51,0,Certified
I-200-20281-866386,Software  Developer,FRANKLIN LAKES,NJ,07417,162.1,1.35,1,Certified
I-200-20323-917108,RedHat Architect,PARAMUS,NJ,07652,162.1,1.35,1,Certified
I-200-23213-229972,Market Research Analyst,BRIDGEPORT,CT,06605,599.78,1.192,1,Certified
I-200-22130-153239,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21064-124304,Sr. Network Engineer,NEW YORK,NY,10013,1171.84,1.804,1,Certified
I-200-20080-424668,UI/UX Developer,NEWPORT BEACH,CA,92660,327.36,1.358,1,Certified
I-203-21203-477864,Software Engineer,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-24232-277917,Secondary School Teacher,ALBUQUERQUE,NM,87106,1595.37,0.925,0,Certified
I-200-19322-151894,SOFTWARE CONSULTANT,NORFOLK,VA,23502,1135.5,1.004,0,Certified
I-200-23076-856363,Technology Lead - US,ROSEMEAD,CA,91770,1262.31,1.411,0,Certified
I-200-23018-710807,Senior Systems Analyst JC60,HARTFORD,CT,06155,599.78,1.148,1,Certified
I-200-20295-884033,"Senior Engineer, Software Engineering",CEDAR RAPIDS,IA,52498,91.93,0.912,1,Certified
I-200-20281-863987,ASIC DESIGN ENGINEER,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-23101-920059,Internal Medicine Resident,SIOUX FALLS,SD,57105,204.97,0.94,1,Certified
I-200-21062-116262,Software Engineer,PHILADELPHIA,PA,19103,1279.6,1.137,0,Certified
I-200-21278-626574,Sr. Director - Compliance and Access Management,THOMASVILLE,GA,31792,591.24,0.9339999999999999,0,Certified
I-200-20061-364073,Pricing Analyst,LAKE FOREST,IL,60045,599.78,1.066,1,Certified
I-200-24205-214835,PROJECT MANAGER,ANSONIA,CT,06401,599.78,1.141,1,Certified
I-200-20353-970045,Strategy and Operations Associate  1615.40815,SAN BRUNO,CA,94066,327.36,1.86,1,Certified
I-200-23349-570825,Data Scientist,NORTH BERGEN,NJ,07047,162.1,1.804,1,Certified
I-200-24180-157650,ACCOUNT EXECUTIVE,MIAMI,FL,33131,3829.21,1.116,0,Certified
I-200-20062-368220,"Manager, Operations",FORT LAUDERDALE,FL,33301,3235.45,1.114,1,Certified
I-200-23195-188781,Senior Principal Consultant,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-21071-141772,Program Manager,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-19267-229124,SENIOR QUALITY ASSURANCE ENGINEER,CHICAGO,IL,60661,599.78,1.15,1,Certified
I-200-24114-915128,Planner I,MILWAUKEE,WI,53202,966.16,0.97,0,Certified
I-200-22245-452692,Information Security Analysts - KBOEYTEST12190-18,HOBOKEN,NJ,07030,772.3,1.804,0,Certified
I-200-21222-514164,Staff SW Test Engineer,FOSTER CITY,CA,94404,327.36,1.712,1,Denied
I-200-22173-303366,Physical Therapist,NEW BRITAIN,CT,06053,599.78,1.122,1,Certified
I-200-24152-054835,GIB Analyst - KBGFJG272354-1,NEW YORK,NY,10281,1171.84,1.804,1,Certified
I-200-24047-726209,Software Development Engineering,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-21327-720745,Principal Software Engineer,WARREN,MI,48093,599.78,0.962,1,Certified
I-203-21229-527754,Manager,NEW YORK,NY,10019,1171.84,1.804,1,Certified
I-200-20157-629269,ASSOCIATE,NEW YORK,NY,10282,1171.84,1.804,1,Certified
I-200-21099-211361,PRODUCT DESIGNER,CAMBRIDGE,MA,02141,985.62,1.51,0,Certified
I-200-22165-277073,Data Scientist,JERSEY CITY,NJ,07310,162.1,1.804,1,Certified
I-200-22207-375730,Assistant Professor,WASHINGTON,DC,20057,3048.38,1.561,0,Certified
I-200-22220-401602,Hardware Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21034-051038,"Software Developer, Applications",BLOOMINGTON,IL,61791,599.78,0.9299999999999999,1,Certified
I-200-22314-581368,Network Engineer,DALLAS,TX,75202,1744.19,0.973,0,Certified
I-200-20099-468638,Analyst,CHATTANOOGA,TN,37421,1960.67,0.9339999999999999,0,Certified
I-200-21048-083061,Lead Software Engineer,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-21061-113290,Sr. Data Engineer,MESA,AZ,85202,719.23,1.049,0,Certified
I-200-20350-960110,"MGR, ECOM QA & OPERATIONS",MORTON GROVE,IL,60053,599.78,1.149,1,Certified
I-200-20365-984139,DevOps Engineer,MARLBOROUGH,MA,01752,505.1,1.166,0,Certified
I-200-21082-168441,Software Engineer,SCHAUMBURG,IL,60196,599.78,1.13,1,Certified
I-200-24072-793679,Technical Support Engineer,WESTFORD,MA,01886,1968.89,1.241,1,Certified
I-200-23034-748470,Systems Engineer,SPRINGFIELD,IL,62704,599.78,0.927,1,Certified
I-200-21144-337771,Staff ASICS Engineer,SAN DIEGO,CA,92126,327.36,1.35,1,Certified
I-200-21210-491817,Postdoctoral Research Associate,BOSTON,MA,02115,1968.89,1.51,0,Certified
I-200-19319-148775,APPLICATION ARCHITECT,BRENTWOOD,TN,37027,64.88,0.951,0,Certified
I-200-23273-403019,Data Scientist,NORFOLK,VA,23510,1135.5,1.004,0,Certified
I-200-22054-926075,Digital Technical Lead,ARLINGTON,TX,76011,772.77,0.966,0,Certified
I-200-20197-715654,Cloud Architect,ATLANTA,GA,30308,4026.59,1.003,0,Certified
I-200-23303-466109,Pediatrician,LOMPOC,CA,93436,467.36,1.165,0,Certified
I-200-22139-191046,Clinical Laboratory Scientist,WILDWOOD,FL,34785,3235.45,0.986,1,Certified
I-200-20066-384645,Senior Financial Analyst,ALPHARETTA,GA,30022,60.9,0.998,0,Certified
I-200-22167-288025,Senior Technical Lead,CORAL GABLES,FL,33134,3235.45,1.116,1,Certified
I-200-21067-127381,Specialist Engineer,WENDELL,NC,27591,1787.2,1.049,1,Certified
I-200-21232-535772,Systems Analyst,ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-21181-435193,Applications Consultant 2,DORAL,FL,33166,3235.45,1.116,1,Certified
I-200-20226-768007,Computer Systems Architect/Engineer,HERNDON,VA,20171,1135.5,1.558,1,Certified
I-200-23303-465129,Senior Associate JC60 -Computer Systems Engineers/Architects,HARTFORD,CT,06156,599.78,1.148,1,Certified
I-200-23065-825035,Sr. Software Development Engineer,ALPHARETTA,GA,30022,60.9,0.998,0,Certified
I-203-24088-837677,Assistant Professor (Pediatric Cardiology),MORGANTOWN,WV,26506,360.85,0.9390000000000001,0,Certified
I-200-20190-703488,Senior Systems Analyst JC60,ELKRIDGE,MD,21075,3081.26,1.109,1,Certified
I-200-24221-254168,"AVP Tech, Software Development",FORT MILL,SC,29715,1756.32,0.909,1,Certified
I-200-23065-824925,SAP ABAP Consultant,MEMPHIS,TN,38197,1633.81,0.839,0,Certified
I-200-21265-599758,"Business Operations Specialist, Senior",DALLAS,TX,75234,1744.19,0.973,0,Certified
I-200-21081-163558,Decision Analytics Consultant,NEW YORK,NY,10118,1171.84,1.804,1,Certified
I-202-23089-891239,Software Engineer (11525.3273),NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-22313-578282,Software Developer,ROME,NY,13441,140.42,1.004,0,Certified
I-200-20205-732000,Engineer - Electrical Component,SHREVEPORT,LA,71129,1291.41,0.887,0,Certified
I-200-21011-006458,Associate Vice President,PLAINSBORO,NJ,08536,162.1,1.191,0,Certified
I-200-23331-525316,Postdoctoral Associate,BINGHAMTON,NY,13902,284.04,1.032,0,Certified
I-200-22080-996382,Principal Statistical Programmer,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-21041-067195,Software Engineering Architect,DENVER,CO,80237,1038.27,1.125,0,Certified
I-200-23285-428346,Security Engineer,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-21350-770356,SAP Business Intelligence Analyst,INDIAN LAND,SC,29707,1756.32,0.909,1,Certified
I-200-22161-267255,Salesforce Developer,IRVING,TX,75062,401.73,0.973,0,Certified
I-200-20045-324145,Advisory Senior Associate,HOUSTON,TX,77002,599.78,0.92,1,Certified
I-200-22236-435682,Senior Systems Analyst JC60,LAKE MARY,FL,32746,3235.45,0.99,1,Certified
I-200-22125-142078,Senior Developer,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-22341-627163,Lead Systems Engineer,CHANTILLY,VA,20152,1135.5,1.558,1,Certified
I-200-22054-924118,Sr Program Manager,BELLEVUE,WA,98006,223.06,1.357,0,Certified
I-200-22111-095429,Sr QA Engineer,CHAPEL HILL,NC,27514,1787.2,1.022,1,Certified
I-200-24255-331612,Technical Product Management [00068515],CHARLOTTE,NC,28277,1787.2,1.018,0,Certified
I-200-22012-824010,Advisory Senior Consultant,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-24006-622203,"Software Engineer, Backend",BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-22154-240192,Architect,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-22028-860937,Autonomy Senior Engineer,CHILLICOTHE,IL,61523,599.78,0.924,1,Certified
I-200-21179-429926,Software Development Specialist,MIAMI,FL,33156,3829.21,1.116,0,Certified
I-200-23227-267185,"Sr. Engineer, Systems Design",PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-22096-042755,Senior Software Applications Engineer,SAN DIEGO,CA,92131,327.36,1.35,1,Certified
I-200-24023-658999,Java Developer,CHICAGO,IL,60603,599.78,1.15,1,Certified
I-200-21056-100537,Software Developer,SAVOY,IL,61874,599.78,0.962,1,Certified
I-200-23100-916760,"Manager II, Product Management",DALLAS,TX,75202,1744.19,0.973,0,Certified
I-200-24128-967632,Mechanical Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-23312-486512,Senior Consultant,ST LOUIS,MO,63146,106.93,0.944,1,Certified
I-200-20099-471748,Staff Product Engineer,LYNNWOOD,WA,98087,367.02,1.267,0,Certified
I-200-22164-273889,Manufacturing Senior Engineer I,WARSAW,IN,46582,30.66,0.918,0,Certified
I-200-20171-668690,Communications and Signals Engineering Specialist,WASHINGTON,DC,20004,3048.38,1.561,0,Certified
I-200-21091-191996,Principal Software Engineer,AUSTIN,TX,78717,599.78,1.023,0,Certified
I-200-23283-420833,Sr. Manager Portfolio Management,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-20225-764553,SENIOR CLOUD CONSULTANT,GRAND RAPIDS,MI,49525,599.78,0.967,1,Certified
I-200-22087-015885,Big Data Developer,NEW HAVEN,CT,06510,599.78,1.141,1,Certified
I-200-21022-028631,"Director, Software Engineering and Architect",MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-23115-963665,Sr. SharePoint Developer,MCKINNEY,TX,75071,1202.68,0.965,0,Certified
I-200-20162-644022,Oracle Apps Functionals,FOSTER CITY,CA,94404,327.36,1.712,1,Certified
I-200-24004-618234,ARCHITECT,SEATTLE,WA,98108,1399.84,1.357,0,Certified
I-200-21019-019593,Operations Engineer I,BOSTON,MA,02210,1968.89,1.51,0,Certified
I-200-24078-808698,Customer Success Manager,RICHARDSON,TX,75082,272.13,0.971,0,Certified
I-200-21054-095831,Database Administrators,NAPERVILLE,IL,60563,599.78,1.099,1,Certified
I-200-20113-508085,Software Engineer,TUCSON,AZ,85747,969.6,0.968,0,Certified
I-200-21167-401025,Operations Manager,FAYETTEVILLE,GA,30214,4026.59,0.997,1,Certified
I-200-23353-576868,Engineering Manager,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-23124-994505,Machine Learning Engineer,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-21138-322506,Business Analyst,THOUSEND OAKS,CA,91320,327.36,1.367,1,Certified
I-200-20021-266734,Manager JC50,VERNON ROCKVILLE,CT,06066,599.78,1.147,1,Certified
I-200-24110-904157,Member of Technical Staff (RE),SAN FRANCISCO,CA,94110,327.36,1.861,1,Certified
I-200-22351-647562,Business Systems Analyst,DAVIE,FL,33330,3235.45,1.114,1,Certified
I-200-21231-532299,Information Protection Senior Advisor ,ATLANTA,GA,30305,4026.59,1.003,0,Certified
I-200-22217-398852,Software Developer,NASHUA,NH,03062,84.54,1.111,0,Certified
I-200-23167-118353,Applications Consultant 2,EXTON,PA,19341,1262.47,1.084,1,Certified
I-200-23317-498218,Software Developer,DANVILLE,PA,17821,1262.47,1.02,1,Certified
I-200-23355-584741,Software Developer,MILFORD,CT,06460,599.78,1.192,1,Certified
I-200-22161-268365,FULL STACK DEVELOPER,PITTSBURGH,PA,15237,1262.47,0.945,0,Certified
I-200-24163-094390,Technical Team Lead,LEBANON,NJ,08833,162.1,1.275,1,Certified
I-200-23132-019416,Applied Scientist,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-24033-689404,Technical Analyst Senior,WAYNE,PA,19087,1262.47,1.135,1,Certified
I-200-19311-131550,Endocrinologist ,ORANGEBURG,SC,29118,1790.5,0.917,0,Certified
I-200-20164-650791,ARCHITECTURAL ASSOCIATE,INDIANAPOLIS,IN,46202,1682.47,0.945,0,Certified
I-200-21064-122621,System Analyst JC65,BLOOMINGTON,IL,61704,599.78,0.9299999999999999,1,Certified
I-200-21188-447473,Principal R&D Engineer,STATE COLLEGE,PA,16803,1262.47,0.908,1,Certified
I-200-24178-151375,Estimator III,NEW YORK,NY,10118,1171.84,1.804,1,Certified
I-200-23341-551842,Sr. Business Solutions Analyst,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-23278-413438,Vice President,BALTIMORE,MD,21231,3081.26,1.109,0,Certified
I-200-24248-311974,Silicon Validation Engineer,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-21041-068387,Associate Software Engineer,SAN FRANCISCO,CA,94103,327.36,1.861,1,Certified
I-200-20058-356575,GENERAL MANAGER,WARREN,NJ,07059,85.9,1.25,0,Certified
I-200-20125-538184,Storage Engineer ,JOHNSTON,RI,02919,353.39,1.053,1,Certified
I-200-22004-807845,Business Intelligence Analyst,DETROIT,MI,48226,599.78,0.962,1,Certified
I-200-21091-191323,SOFTWARE DEVELOPER/GUIDEWIRE DEVELOPER,RICHARDSON,TX,75082,272.13,0.971,0,Certified
I-200-20329-925390,Senior Software Engineer,LOS GATOS,CA,95032,327.36,1.681,1,Certified
I-200-20048-327683,SENIOR SOLUTION ARCHITECT,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-24234-282498,DENTIST,ALBUQUERQUE,NM,87120,1595.37,0.925,0,Certified
I-200-24114-914393,Manager JC50 - Software Developers,IRVING,TX,75038,401.73,0.973,0,Certified
I-200-19273-056077,SPECIALIST TECHNOLOGY,ADDISON,TX,75001,599.78,0.972,1,Certified
I-200-23321-510326,"Associate Director, Accounting and Finance",SALT LAKE CITY,UT,84112,157.99,1.001,1,Certified
I-200-22293-541256,Robotics Software Engineer,SAN DIEGO,CA,92109,327.36,1.35,1,Certified
I-200-21333-727704,SR. SOFTWARE ASSOCIATE,DEERFIELD,IL,60015,599.78,1.079,1,Certified
I-200-20345-951192,Product Manager,SAN MATEO,CA,94403,327.36,1.712,1,Certified
I-200-20091-448483,Test Lead,ATLANTA,GA,30303,4026.59,1.003,0,Certified
I-200-21181-436419,Information Technology Engineer,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-21071-144125,Staff Software Development Engineer,AUSTIN,TX,78758,599.78,1.023,0,Certified
I-200-22342-628133,Principal Software Development Engineer ,NEW YORK,NY,10003,1171.84,1.804,1,Certified
I-200-20170-662874,Software Developer,ROSWELL,GA,30076,194.49,0.999,0,Certified
I-200-20220-758448,Developer,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-23290-437611,Residential Counselor,FRAMINGHAM,MA,01701,1968.89,1.336,1,Certified
I-200-22340-624524,Software Developer,THE COLONY,TX,75056,599.78,0.964,1,Certified
I-200-22315-581975,Project Manager 3,MILFORD,CT,06461,599.78,1.192,1,Certified
I-200-23223-258887,Senior Completions Engineer,HOUSTON,TX,77002,599.78,0.92,1,Certified
I-200-23353-578945,"Program Director, PMO",CYPRESS,CA,90630,319.39,1.326,0,Certified
I-200-24050-730061,Sr. Electrical Preconstruction Engineer,PHOENIX,AZ,85018,1097.07,1.051,0,Certified
I-200-21288-647444,Statistical Analyst,WALL TOWNSHIP,NJ,07719,162.1,1.342,1,Denied
I-200-21343-755854,Software Engineer  1615.37818.14,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-24250-319939,Psychiatry (Child & Adolescent) Resident,SIOUX FALLS,SD,57105,204.97,0.94,1,Certified
I-203-21342-752452,Clinical Associate Professor,STANFORD,CA,94305,327.36,1.679,1,Certified
I-200-20366-985374,SOFTWARE DEVELOPMENT ENGINEER II,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-23117-971405,Specialist - Software Development & Engineering,WESTLAKE,TX,76262,599.78,0.963,1,Certified
I-200-21039-062482,Data Analyst,SUNNYVALE,CA,94089,249.62,1.681,0,Certified
I-200-20166-652028,Process Specialist,YPSILANTI,MI,48197,599.78,1.067,1,Certified
I-200-20041-310705,Software Engineer,PALO ALTO,CA,94303,327.36,1.679,1,Certified
I-200-19310-129552,"Database Oracle Developer (Software Developer, Applications)",JERSEY CITY,NJ,07302,162.1,1.804,1,Certified
I-200-24033-687867,Research Technician,BOSTON,MA,02215,1968.89,1.51,0,Certified
I-200-23319-504681,SAP MDG CONSULTANT,BUFFALO,NY,14213,1933.77,0.985,0,Certified
I-200-22031-865292,Senior Software Development Engineer,SAN DIEGO,CA,92122,327.36,1.35,1,Certified
I-200-23338-541238,"Associate, Software Engineer III",TAMPA,FL,33634,3235.45,0.944,0,Certified
I-200-20076-407997,NEUROLOGIST,AUGUSTA,GA,30912,845.39,0.88,0,Certified
I-200-19277-071718,SR. SOFTWARE ENGINEER (MICROSOFT DYNAMICS),WASHINGTON,DC,20416,3048.38,1.561,0,Certified
I-200-20280-860142,IT Product Line Service Manager,RICHMOND,VA,23238,1617.17,0.954,0,Certified
